video_id,video_duration,question_id,question_timestamp,task_type,question,answer
mem_1_510,00:09:00,1,00:00:30,Memory,Could you tell me a joke?,
mem_1_510,00:09:00,2,00:01:00,Memory,Could you tell me another joke?,
mem_1_510,00:09:00,3,00:01:30,Memory,Could you tell me something about yourself?,
mem_1_510,00:09:00,4,00:02:00,Memory,Could you recommend a comedy movie?,
mem_1_510,00:09:00,5,00:02:30,Memory,Could you recommend a romantic movie?,
mem_1_510,00:09:00,6,00:03:00,Memory,Could you recommend a horror movie?,
mem_1_510,00:09:00,7,00:03:30,Memory,Could you recommend a science fiction movie?,
mem_1_510,00:09:00,8,00:04:00,Memory,Could you recommend an anime movie?,
mem_1_510,00:09:00,9,00:04:30,Memory,Could you recommend a good book?,
mem_1_510,00:09:00,10,00:05:00,Memory,Could you recommend a pop song?,
mem_1_510,00:09:00,11,00:05:30,Memory,Could you recommend a rock song?,
mem_1_510,00:09:00,12,00:06:00,Memory,Could you recommend a jazz song?,
mem_1_510,00:09:00,13,00:06:30,Memory,What is the capital of France?,
mem_1_510,00:09:00,14,00:07:00,Memory,What is the capital of Japan?,
mem_1_510,00:09:00,15,00:07:30,Memory,What is the capital of China?,
mem_1_510,00:09:00,16,00:08:00,Memory,What is the capital of Korea?,
mem_1_510,00:09:00,17,00:08:30,Memory,What is the capital of Canada?,
mem_1_510,00:09:00,18,00:09:00,Memory,Do you remember where I was at the beginning before the raptor encounter in Jurassic World?,
mem_1_540,00:09:30,1,00:00:30,Memory,Could you tell me a joke?,
mem_1_540,00:09:30,2,00:01:00,Memory,Could you tell me another joke?,
mem_1_540,00:09:30,3,00:01:30,Memory,Could you tell me something about yourself?,
mem_1_540,00:09:30,4,00:02:00,Memory,Could you recommend a comedy movie?,
mem_1_540,00:09:30,5,00:02:30,Memory,Could you recommend a romantic movie?,
mem_1_540,00:09:30,6,00:03:00,Memory,Could you recommend a horror movie?,
mem_1_540,00:09:30,7,00:03:30,Memory,Could you recommend a science fiction movie?,
mem_1_540,00:09:30,8,00:04:00,Memory,Could you recommend an anime movie?,
mem_1_540,00:09:30,9,00:04:30,Memory,Could you recommend a good book?,
mem_1_540,00:09:30,10,00:05:00,Memory,Could you recommend a pop song?,
mem_1_540,00:09:30,11,00:05:30,Memory,Could you recommend a rock song?,
mem_1_540,00:09:30,12,00:06:00,Memory,Could you recommend a jazz song?,
mem_1_540,00:09:30,13,00:06:30,Memory,What is the capital of France?,
mem_1_540,00:09:30,14,00:07:00,Memory,What is the capital of Japan?,
mem_1_540,00:09:30,15,00:07:30,Memory,What is the capital of China?,
mem_1_540,00:09:30,16,00:08:00,Memory,What is the capital of Korea?,
mem_1_540,00:09:30,17,00:08:30,Memory,What is the capital of Canada?,
mem_1_540,00:09:30,18,00:09:00,Memory,What is the capital of Australia?,
mem_1_540,00:09:30,19,00:09:30,Memory,Do you remember where I was at the beginning before the raptor encounter in Jurassic World?,
mem_1_570,00:10:00,1,00:00:30,Memory,Could you tell me a joke?,
mem_1_570,00:10:00,2,00:01:00,Memory,Could you tell me another joke?,
mem_1_570,00:10:00,3,00:01:30,Memory,Could you tell me something about yourself?,
mem_1_570,00:10:00,4,00:02:00,Memory,Could you recommend a comedy movie?,
mem_1_570,00:10:00,5,00:02:30,Memory,Could you recommend a romantic movie?,
mem_1_570,00:10:00,6,00:03:00,Memory,Could you recommend a horror movie?,
mem_1_570,00:10:00,7,00:03:30,Memory,Could you recommend a science fiction movie?,
mem_1_570,00:10:00,8,00:04:00,Memory,Could you recommend an anime movie?,
mem_1_570,00:10:00,9,00:04:30,Memory,Could you recommend a good book?,
mem_1_570,00:10:00,10,00:05:00,Memory,Could you recommend a pop song?,
mem_1_570,00:10:00,11,00:05:30,Memory,Could you recommend a rock song?,
mem_1_570,00:10:00,12,00:06:00,Memory,Could you recommend a jazz song?,
mem_1_570,00:10:00,13,00:06:30,Memory,What is the capital of France?,
mem_1_570,00:10:00,14,00:07:00,Memory,What is the capital of Japan?,
mem_1_570,00:10:00,15,00:07:30,Memory,What is the capital of China?,
mem_1_570,00:10:00,16,00:08:00,Memory,What is the capital of Korea?,
mem_1_570,00:10:00,17,00:08:30,Memory,What is the capital of Canada?,
mem_1_570,00:10:00,18,00:09:00,Memory,What is the capital of Australia?,
mem_1_570,00:10:00,19,00:09:30,Memory,What is the capital of Germany?,
mem_1_570,00:10:00,20,00:10:00,Memory,Do you remember where I was at the beginning before the raptor encounter in Jurassic World?,
mem_2_0,00:00:10,1,00:00:10,Memory,Do you remember the broker's name that appeared at the beginning?,
mem_2_30,00:00:40,1,00:00:10,Memory,Could you tell me a joke?,
mem_2_30,00:00:40,2,00:00:40,Memory,Do you remember the broker's name that appeared at the beginning?,
mem_2_60,00:01:10,1,00:00:10,Memory,Could you tell me a joke?,
mem_2_60,00:01:10,2,00:00:40,Memory,Could you tell me another joke?,
mem_2_60,00:01:10,3,00:01:10,Memory,Do you remember the broker's name that appeared at the beginning?,
mem_2_90,00:01:40,1,00:00:10,Memory,Could you tell me a joke?,
mem_2_90,00:01:40,2,00:00:40,Memory,Could you tell me another joke?,
mem_2_90,00:01:40,3,00:01:10,Memory,Could you tell me something about yourself?,
mem_2_90,00:01:40,4,00:01:40,Memory,Do you remember the broker's name that appeared at the beginning?,
mem_2_120,00:02:10,1,00:00:10,Memory,Could you tell me a joke?,
mem_2_120,00:02:10,2,00:00:40,Memory,Could you tell me another joke?,
mem_2_120,00:02:10,3,00:01:10,Memory,Could you tell me something about yourself?,
mem_2_120,00:02:10,4,00:01:40,Memory,Could you recommend a comedy movie?,
mem_2_120,00:02:10,5,00:02:10,Memory,Do you remember the broker's name that appeared at the beginning?,
mem_2_150,00:02:40,1,00:00:10,Memory,Could you tell me a joke?,
mem_2_150,00:02:40,2,00:00:40,Memory,Could you tell me another joke?,
mem_2_150,00:02:40,3,00:01:10,Memory,Could you tell me something about yourself?,
mem_2_150,00:02:40,4,00:01:40,Memory,Could you recommend a comedy movie?,
mem_2_150,00:02:40,5,00:02:10,Memory,Could you recommend a romantic movie?,
mem_2_150,00:02:40,6,00:02:40,Memory,Do you remember the broker's name that appeared at the beginning?,
mem_2_180,00:03:10,1,00:00:10,Memory,Could you tell me a joke?,
mem_2_180,00:03:10,2,00:00:40,Memory,Could you tell me another joke?,
mem_2_180,00:03:10,3,00:01:10,Memory,Could you tell me something about yourself?,
mem_2_180,00:03:10,4,00:01:40,Memory,Could you recommend a comedy movie?,
mem_2_180,00:03:10,5,00:02:10,Memory,Could you recommend a romantic movie?,
mem_2_180,00:03:10,6,00:02:40,Memory,Could you recommend a horror movie?,
mem_2_180,00:03:10,7,00:03:10,Memory,Do you remember the broker's name that appeared at the beginning?,
mem_2_210,00:03:40,1,00:00:10,Memory,Could you tell me a joke?,
mem_2_210,00:03:40,2,00:00:40,Memory,Could you tell me another joke?,
mem_2_210,00:03:40,3,00:01:10,Memory,Could you tell me something about yourself?,
mem_2_210,00:03:40,4,00:01:40,Memory,Could you recommend a comedy movie?,
mem_2_210,00:03:40,5,00:02:10,Memory,Could you recommend a romantic movie?,
mem_2_210,00:03:40,6,00:02:40,Memory,Could you recommend a horror movie?,
mem_2_210,00:03:40,7,00:03:10,Memory,Could you recommend a science fiction movie?,
mem_2_210,00:03:40,8,00:03:40,Memory,Do you remember the broker's name that appeared at the beginning?,
mem_2_240,00:04:10,1,00:00:10,Memory,Could you tell me a joke?,
mem_2_240,00:04:10,2,00:00:40,Memory,Could you tell me another joke?,
mem_2_240,00:04:10,3,00:01:10,Memory,Could you tell me something about yourself?,
mem_2_240,00:04:10,4,00:01:40,Memory,Could you recommend a comedy movie?,
mem_2_240,00:04:10,5,00:02:10,Memory,Could you recommend a romantic movie?,
mem_2_240,00:04:10,6,00:02:40,Memory,Could you recommend a horror movie?,
mem_2_240,00:04:10,7,00:03:10,Memory,Could you recommend a science fiction movie?,
mem_2_240,00:04:10,8,00:03:40,Memory,Could you recommend an anime movie?,
mem_2_240,00:04:10,9,00:04:10,Memory,Do you remember the broker's name that appeared at the beginning?,
mem_2_270,00:04:40,1,00:00:10,Memory,Could you tell me a joke?,
mem_2_270,00:04:40,2,00:00:40,Memory,Could you tell me another joke?,
mem_2_270,00:04:40,3,00:01:10,Memory,Could you tell me something about yourself?,
mem_2_270,00:04:40,4,00:01:40,Memory,Could you recommend a comedy movie?,
mem_2_270,00:04:40,5,00:02:10,Memory,Could you recommend a romantic movie?,
mem_2_270,00:04:40,6,00:02:40,Memory,Could you recommend a horror movie?,
mem_2_270,00:04:40,7,00:03:10,Memory,Could you recommend a science fiction movie?,
mem_2_270,00:04:40,8,00:03:40,Memory,Could you recommend an anime movie?,
mem_2_270,00:04:40,9,00:04:10,Memory,Could you recommend a good book?,
mem_2_270,00:04:40,10,00:04:40,Memory,Do you remember the broker's name that appeared at the beginning?,
mem_2_300,00:05:10,1,00:00:10,Memory,Could you tell me a joke?,
mem_2_300,00:05:10,2,00:00:40,Memory,Could you tell me another joke?,
mem_2_300,00:05:10,3,00:01:10,Memory,Could you tell me something about yourself?,
mem_2_300,00:05:10,4,00:01:40,Memory,Could you recommend a comedy movie?,
mem_2_300,00:05:10,5,00:02:10,Memory,Could you recommend a romantic movie?,
mem_2_300,00:05:10,6,00:02:40,Memory,Could you recommend a horror movie?,
mem_2_300,00:05:10,7,00:03:10,Memory,Could you recommend a science fiction movie?,
mem_2_300,00:05:10,8,00:03:40,Memory,Could you recommend an anime movie?,
mem_2_300,00:05:10,9,00:04:10,Memory,Could you recommend a good book?,
mem_2_300,00:05:10,10,00:04:40,Memory,Could you recommend a pop song?,
mem_2_300,00:05:10,11,00:05:10,Memory,Do you remember the broker's name that appeared at the beginning?,
mem_2_330,00:05:40,1,00:00:10,Memory,Could you tell me a joke?,
mem_2_330,00:05:40,2,00:00:40,Memory,Could you tell me another joke?,
mem_2_330,00:05:40,3,00:01:10,Memory,Could you tell me something about yourself?,
mem_2_330,00:05:40,4,00:01:40,Memory,Could you recommend a comedy movie?,
mem_2_330,00:05:40,5,00:02:10,Memory,Could you recommend a romantic movie?,
mem_2_330,00:05:40,6,00:02:40,Memory,Could you recommend a horror movie?,
mem_2_330,00:05:40,7,00:03:10,Memory,Could you recommend a science fiction movie?,
mem_2_330,00:05:40,8,00:03:40,Memory,Could you recommend an anime movie?,
mem_2_330,00:05:40,9,00:04:10,Memory,Could you recommend a good book?,
mem_2_330,00:05:40,10,00:04:40,Memory,Could you recommend a pop song?,
mem_2_330,00:05:40,11,00:05:10,Memory,Could you recommend a rock song?,
mem_2_330,00:05:40,12,00:05:40,Memory,Do you remember the broker's name that appeared at the beginning?,
mem_2_360,00:06:10,1,00:00:10,Memory,Could you tell me a joke?,
mem_2_360,00:06:10,2,00:00:40,Memory,Could you tell me another joke?,
mem_2_360,00:06:10,3,00:01:10,Memory,Could you tell me something about yourself?,
mem_2_360,00:06:10,4,00:01:40,Memory,Could you recommend a comedy movie?,
mem_2_360,00:06:10,5,00:02:10,Memory,Could you recommend a romantic movie?,
mem_2_360,00:06:10,6,00:02:40,Memory,Could you recommend a horror movie?,
mem_2_360,00:06:10,7,00:03:10,Memory,Could you recommend a science fiction movie?,
mem_2_360,00:06:10,8,00:03:40,Memory,Could you recommend an anime movie?,
mem_2_360,00:06:10,9,00:04:10,Memory,Could you recommend a good book?,
mem_2_360,00:06:10,10,00:04:40,Memory,Could you recommend a pop song?,
mem_2_360,00:06:10,11,00:05:10,Memory,Could you recommend a rock song?,
mem_2_360,00:06:10,12,00:05:40,Memory,Could you recommend a jazz song?,
mem_2_360,00:06:10,13,00:06:10,Memory,Do you remember the broker's name that appeared at the beginning?,
mem_2_390,00:06:40,1,00:00:10,Memory,Could you tell me a joke?,
mem_2_390,00:06:40,2,00:00:40,Memory,Could you tell me another joke?,
mem_2_390,00:06:40,3,00:01:10,Memory,Could you tell me something about yourself?,
mem_2_390,00:06:40,4,00:01:40,Memory,Could you recommend a comedy movie?,
mem_2_390,00:06:40,5,00:02:10,Memory,Could you recommend a romantic movie?,
mem_2_390,00:06:40,6,00:02:40,Memory,Could you recommend a horror movie?,
mem_2_390,00:06:40,7,00:03:10,Memory,Could you recommend a science fiction movie?,
mem_2_390,00:06:40,8,00:03:40,Memory,Could you recommend an anime movie?,
mem_2_390,00:06:40,9,00:04:10,Memory,Could you recommend a good book?,
mem_2_390,00:06:40,10,00:04:40,Memory,Could you recommend a pop song?,
mem_2_390,00:06:40,11,00:05:10,Memory,Could you recommend a rock song?,
mem_2_390,00:06:40,12,00:05:40,Memory,Could you recommend a jazz song?,
mem_2_390,00:06:40,13,00:06:10,Memory,What is the capital of France?,
mem_2_390,00:06:40,14,00:06:40,Memory,Do you remember the broker's name that appeared at the beginning?,
mem_2_420,00:07:10,1,00:00:10,Memory,Could you tell me a joke?,
mem_2_420,00:07:10,2,00:00:40,Memory,Could you tell me another joke?,
mem_2_420,00:07:10,3,00:01:10,Memory,Could you tell me something about yourself?,
mem_2_420,00:07:10,4,00:01:40,Memory,Could you recommend a comedy movie?,
mem_2_420,00:07:10,5,00:02:10,Memory,Could you recommend a romantic movie?,
mem_2_420,00:07:10,6,00:02:40,Memory,Could you recommend a horror movie?,
mem_2_420,00:07:10,7,00:03:10,Memory,Could you recommend a science fiction movie?,
mem_2_420,00:07:10,8,00:03:40,Memory,Could you recommend an anime movie?,
mem_2_420,00:07:10,9,00:04:10,Memory,Could you recommend a good book?,
mem_2_420,00:07:10,10,00:04:40,Memory,Could you recommend a pop song?,
mem_2_420,00:07:10,11,00:05:10,Memory,Could you recommend a rock song?,
mem_2_420,00:07:10,12,00:05:40,Memory,Could you recommend a jazz song?,
mem_2_420,00:07:10,13,00:06:10,Memory,What is the capital of France?,
mem_2_420,00:07:10,14,00:06:40,Memory,What is the capital of Japan?,
mem_2_420,00:07:10,15,00:07:10,Memory,Do you remember the broker's name that appeared at the beginning?,
mem_2_450,00:07:40,1,00:00:10,Memory,Could you tell me a joke?,
mem_2_450,00:07:40,2,00:00:40,Memory,Could you tell me another joke?,
mem_2_450,00:07:40,3,00:01:10,Memory,Could you tell me something about yourself?,
mem_2_450,00:07:40,4,00:01:40,Memory,Could you recommend a comedy movie?,
mem_2_450,00:07:40,5,00:02:10,Memory,Could you recommend a romantic movie?,
mem_2_450,00:07:40,6,00:02:40,Memory,Could you recommend a horror movie?,
mem_2_450,00:07:40,7,00:03:10,Memory,Could you recommend a science fiction movie?,
mem_2_450,00:07:40,8,00:03:40,Memory,Could you recommend an anime movie?,
mem_2_450,00:07:40,9,00:04:10,Memory,Could you recommend a good book?,
mem_2_450,00:07:40,10,00:04:40,Memory,Could you recommend a pop song?,
mem_2_450,00:07:40,11,00:05:10,Memory,Could you recommend a rock song?,
mem_2_450,00:07:40,12,00:05:40,Memory,Could you recommend a jazz song?,
mem_2_450,00:07:40,13,00:06:10,Memory,What is the capital of France?,
mem_2_450,00:07:40,14,00:06:40,Memory,What is the capital of Japan?,
mem_2_450,00:07:40,15,00:07:10,Memory,What is the capital of China?,
mem_2_450,00:07:40,16,00:07:40,Memory,Do you remember the broker's name that appeared at the beginning?,
mem_2_480,00:08:10,1,00:00:10,Memory,Could you tell me a joke?,
mem_2_480,00:08:10,2,00:00:40,Memory,Could you tell me another joke?,
mem_2_480,00:08:10,3,00:01:10,Memory,Could you tell me something about yourself?,
mem_2_480,00:08:10,4,00:01:40,Memory,Could you recommend a comedy movie?,
